LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SalePrice
9571,5,6,1956,1956,1144,1,0,3,1,6,0,1,596,129000
7200,5,5,1972,1972,894,1,0,2,1,6,0,2,600,123000
7590,5,5,1962,1962,1812,2,0,4,1,8,1,1,264,169500
8967,5,2,1920,1950,1077,1,0,2,1,6,0,1,338,67000
8125,7,5,2006,2007,1550,2,0,2,1,7,0,2,438,241000
14963,8,5,1996,1996,1288,1,1,1,1,4,2,2,500,245500
8767,7,5,2005,2005,1310,2,0,3,1,6,1,2,400,164990
10200,5,8,1940,1997,672,1,0,2,1,4,0,1,240,108000
12090,8,5,1998,1998,2263,2,1,4,1,10,1,2,420,258000
10364,6,5,1995,1996,1572,2,1,3,1,7,1,2,373,168000
9991,4,4,1976,1993,1620,2,0,3,1,8,1,2,490,150000
10480,6,5,1936,1950,1639,1,0,3,1,6,0,1,240,115000
15576,6,7,1915,1976,1680,2,0,4,1,8,0,1,308,177000
14154,7,5,2006,2006,2172,2,1,3,1,9,1,3,947,280000
10800,8,5,2007,2008,2078,2,1,3,1,8,1,3,836,339750
9571,5,3,1958,1958,1276,1,0,3,1,5,0,1,350,60000
34650,5,5,1955,1955,1056,1,0,3,1,5,0,2,572,145000
4403,7,5,2009,2009,1478,2,1,2,1,7,1,2,484,222000
8960,5,6,1927,1950,1028,1,0,2,1,5,1,2,360,115000
11228,7,5,1993,1993,2097,2,1,3,1,9,1,3,678,228000
8899,7,5,2007,2007,1340,2,0,3,1,6,0,2,396,181134
7844,6,7,1978,1978,1400,1,1,3,1,6,1,2,440,149500
22420,6,6,1918,1950,2624,2,1,4,1,10,1,3,864,239000
8160,5,6,1940,1950,1134,1,1,3,1,7,0,1,240,126000
8450,5,6,1968,1968,1056,1,0,3,1,6,1,1,304,142000
7060,7,5,1997,1998,1344,2,0,2,2,8,0,4,784,206300
16635,6,7,1977,2000,1602,2,0,3,1,8,1,2,529,215000
21750,5,5,1954,1954,988,1,0,2,1,4,0,2,520,113000
9200,8,5,1998,1998,2630,2,1,4,1,8,1,3,696,315000
9000,6,5,1956,1956,1196,1,0,2,1,6,1,1,297,139000
3378,7,8,1946,1992,1389,1,1,3,1,6,2,1,240,135000
12800,7,5,1989,1989,1644,2,0,2,1,5,1,2,569,275000
8593,4,6,1957,1957,907,1,0,3,1,5,0,1,352,109008
6762,7,5,2007,2007,1208,2,0,2,1,6,0,2,628,195400
11457,6,5,1988,1988,1412,2,0,3,1,6,1,2,576,175000
1680,6,5,1971,1971,987,1,1,2,1,4,0,1,264,85400
5586,6,7,1920,1998,1198,1,0,4,1,7,0,0,0,79900
1920,5,5,1971,1971,1365,1,1,2,1,6,0,2,440,122500
10839,6,5,1997,1998,1604,2,1,3,1,7,1,2,470,181000
1890,4,7,1972,1972,630,1,0,1,1,3,0,0,0,81000
10667,7,6,1996,1996,1661,2,1,3,1,6,1,2,550,212000
4400,6,8,1920,1950,1118,1,0,2,1,6,0,2,440,116000
6000,6,7,1926,2004,904,1,0,2,1,4,0,1,180,119000
4280,5,6,1913,2002,694,1,0,2,1,4,1,1,352,90350
12354,6,8,1920,2000,1196,1,0,3,1,7,0,2,528,110000
15431,10,5,2008,2008,2402,2,0,2,1,10,2,3,672,555000
12108,4,4,1955,1955,1440,2,0,4,2,8,0,0,0,118000
6240,5,7,1930,1992,1573,2,0,3,1,8,1,2,360,162900
3922,7,5,2006,2007,1258,2,0,2,1,6,1,3,648,172500
8750,7,5,1994,1995,1908,2,1,4,1,8,1,2,493,210000
9855,6,5,1956,1956,1689,1,0,3,1,7,1,2,480,127500
16492,6,6,1966,2002,1888,2,1,2,1,6,1,2,578,190000
11214,7,5,1998,1999,1886,2,1,4,1,10,1,2,431,199900
8600,6,6,1937,1950,1376,2,0,3,1,7,1,1,198,119500
6000,3,7,1948,2002,1183,1,1,2,1,6,0,1,308,120000
5684,6,8,1930,2005,813,1,0,2,1,5,0,1,270,110000
70761,7,5,1975,1975,1533,2,0,2,1,5,2,2,576,280000
9303,6,5,1996,1997,1756,2,1,3,1,7,0,2,422,204000
9000,8,5,2008,2008,1590,2,1,3,1,6,0,2,676,210000
9297,5,5,1976,1976,1728,2,0,4,2,8,0,2,560,188000
9600,7,6,1973,1973,1242,1,1,3,1,6,1,2,528,175500
4571,5,5,1916,1950,1344,1,0,4,1,7,0,3,513,98000
53227,4,6,1954,1994,1663,1,0,2,1,6,2,2,529,256000
5100,8,7,1925,1996,1666,1,0,3,1,7,1,1,228,161000
7015,5,4,1950,1950,1203,1,0,3,1,5,1,1,352,110000
8004,8,5,2009,2009,1935,2,1,3,1,8,0,2,552,263435
7200,7,9,1936,2007,1135,1,0,3,1,6,0,2,576,155000
8281,5,5,1965,1965,864,1,0,3,1,5,1,1,360,62383
11988,6,7,1934,1995,1660,1,1,3,1,6,1,1,240,188700
8430,5,5,1978,1978,1040,2,0,3,1,5,0,0,0,124000
3072,7,5,2004,2004,1414,2,0,2,1,6,1,2,398,178740
10628,7,5,1970,1970,1277,1,0,2,1,5,1,2,526,167000
9480,5,7,1942,1995,1644,1,1,3,1,7,2,1,312,146500
11428,8,5,2006,2006,1634,2,0,3,1,7,1,3,866,250000
9291,6,5,1993,1993,1710,2,1,3,1,7,0,2,506,187000
6820,8,5,1985,1985,1502,1,1,1,1,4,0,2,528,212000
11952,7,6,1977,1977,1969,2,1,3,1,8,1,2,534,190000
3675,6,5,2005,2005,1072,1,0,2,1,5,0,2,525,148000
14977,8,5,2006,2007,1976,2,0,2,1,7,1,3,908,440000
5330,8,5,2000,2000,1652,2,0,2,1,6,0,2,499,251000
8480,5,6,1963,1963,970,1,0,2,1,5,0,2,624,132500
13125,6,5,1997,1998,1493,2,0,3,1,7,1,2,508,208900
13693,9,5,2006,2006,2643,2,1,3,1,9,1,3,694,380000
10637,8,5,2007,2008,1718,2,0,3,1,7,1,3,826,297000
5925,4,7,1937,2000,1131,1,0,2,1,7,0,2,672,89471
16033,9,5,2004,2005,1850,2,0,3,1,8,1,3,772,326000
11846,9,5,2003,2004,1792,2,0,2,1,6,1,3,874,374000
2500,7,8,1915,2005,1826,1,1,4,1,7,1,1,164,155000
4500,6,5,1998,1998,1216,2,0,2,1,5,0,2,402,164000
7758,5,7,1962,2001,999,1,0,3,1,6,0,1,264,132500
9600,5,7,1950,2007,1113,1,0,3,1,5,1,1,264,147000
10289,5,7,1965,1965,1073,1,1,3,1,6,0,2,515,156000
12243,5,6,1971,1971,1484,2,0,3,1,7,1,2,487,175000
10800,5,4,1900,1970,2414,2,0,3,2,10,1,2,520,160000
1526,4,8,1970,2002,630,1,0,1,1,3,0,1,286,86000
2665,5,6,1976,1976,1304,1,1,3,1,4,1,1,336,115000
9490,6,7,1941,1950,1578,1,0,3,1,5,2,1,240,133000
15578,6,5,2006,2006,1456,2,1,3,1,8,0,2,429,172785
7931,5,6,1960,1960,1269,1,1,3,1,6,1,1,308,155000
5784,5,8,1938,1996,886,1,0,2,1,4,0,1,273,91300
7879,4,5,1920,1950,720,1,0,2,1,4,0,0,0,34900
12692,8,5,1992,1993,3228,3,0,4,1,10,1,2,546,430000
9120,7,6,1925,1950,1820,2,0,4,1,8,0,1,240,184000
7800,5,7,1967,2004,899,1,0,3,1,5,0,1,288,130000
7535,5,7,1958,1985,912,1,0,2,1,5,0,1,297,120000
1890,6,5,1973,1973,1218,1,1,3,1,7,0,1,264,113000
9803,7,5,2005,2005,1768,2,1,3,1,7,0,2,603,226700
9170,5,7,1965,1965,1214,1,0,2,1,6,0,2,461,140000
15602,7,8,1959,1997,1801,2,0,1,1,6,2,2,484,289000
2308,6,5,1974,1974,1322,2,1,3,1,6,1,2,440,147000
7596,5,5,1952,1952,1960,2,0,4,2,10,0,2,400,124500
9554,8,5,1993,1994,1911,2,1,3,1,8,1,2,471,215000
7862,6,5,2009,2009,1218,2,0,2,1,4,0,2,676,208300
9600,7,9,1928,2005,1378,2,0,3,1,7,1,2,360,161000
9600,5,6,1959,1959,1041,1,0,3,1,6,0,1,270,124500
14559,5,7,1951,2000,1363,1,0,2,1,6,2,1,288,164900
6792,7,5,2005,2006,1368,2,0,2,1,6,1,2,474,202665
9100,5,5,1958,1958,864,1,0,3,1,5,0,2,624,129900
9187,6,5,1983,1983,1080,1,1,3,1,5,0,2,484,134000
10594,5,5,1926,1950,789,1,0,2,1,5,0,1,200,96500
12220,10,5,2009,2009,2020,2,1,3,1,9,1,3,900,402861
10448,6,6,1972,1972,2119,2,1,3,1,7,1,2,583,158000
10208,7,5,1996,1997,2344,2,1,3,1,7,1,3,889,265000
9531,6,5,1998,1998,1796,2,1,3,1,7,0,2,546,211000
10918,7,9,1926,2004,2080,1,1,3,1,9,2,1,282,234000
10800,4,7,1900,2000,1294,2,0,3,2,7,0,0,0,106250
11988,6,6,1957,1957,1244,1,1,3,1,6,2,1,336,150000
5000,6,7,1947,1950,1664,2,0,3,1,7,2,2,420,159000
40094,10,5,2007,2008,4676,3,1,3,1,11,1,3,884,184750
11787,7,5,1996,1997,2398,2,1,3,1,8,1,3,834,315750
7500,7,5,2005,2005,1266,2,0,3,1,6,1,2,453,176000
13300,5,7,1956,2000,928,1,0,2,1,4,0,1,252,132000
14948,9,5,2008,2008,2713,2,1,3,1,11,1,3,858,446261
9098,4,7,1920,2002,605,1,0,2,1,5,0,0,0,86000
32668,6,3,1957,1975,2515,3,0,4,2,9,2,2,484,200624
10200,6,5,1988,1989,1509,2,0,3,1,5,1,2,600,175000
6155,6,8,1920,1999,1362,2,0,3,1,6,0,2,502,128000
7200,5,7,1955,2007,827,1,0,2,1,5,1,1,392,107500
5000,1,3,1946,1950,334,1,0,1,1,2,0,0,0,39300
9056,8,5,2004,2004,1414,2,1,3,1,6,1,2,403,178000
7000,5,7,1910,1991,1347,1,0,3,1,5,0,0,0,107500
8924,7,5,1998,1999,1724,2,1,3,1,8,0,2,527,188000
12735,4,5,1972,1972,864,1,0,3,1,5,0,2,576,111250
11553,5,5,1968,1968,1159,1,1,3,1,7,1,1,336,158000
11423,8,5,2001,2002,1601,2,0,3,1,6,1,2,670,272000
14601,9,5,2006,2006,1838,2,0,2,1,8,1,3,765,315000
11000,8,5,2000,2000,2285,2,1,4,1,8,1,3,648,248000
10140,7,5,1998,1999,1680,2,0,3,1,7,1,2,583,213250
4058,7,5,1998,1998,767,1,0,1,1,4,0,1,367,133000
17104,7,5,2006,2006,1496,2,1,3,1,7,1,2,426,179665
13837,7,5,1988,1988,2183,2,1,4,1,9,0,3,786,229000
8737,6,7,1923,1950,1635,1,1,3,1,6,1,2,440,210000
7244,5,7,1970,1970,768,1,0,2,1,5,0,2,624,129500
8235,5,7,1955,1995,825,1,0,2,1,4,0,2,720,125000
9375,7,5,2003,2004,2094,2,1,4,1,8,1,2,615,263000
4043,6,6,1977,1977,1069,2,0,2,1,4,0,2,440,140000
6000,5,6,1957,1957,928,1,0,3,1,5,0,1,288,112500
11146,8,5,2006,2006,1717,2,0,3,1,7,1,3,908,255500
8777,4,5,1949,2003,1126,2,0,2,1,5,0,2,520,108000
10625,7,5,2003,2004,2046,2,1,3,1,8,1,3,871,284000
6380,5,6,1922,1950,1048,1,0,2,1,5,1,1,280,113000
14850,5,5,1957,1957,1092,1,0,2,1,6,1,1,299,141000
11040,4,6,1920,1950,1336,1,1,3,1,7,0,1,570,108000
21872,7,5,1996,1997,1446,2,1,3,1,6,1,2,406,175000
3196,7,5,2003,2004,1557,2,0,2,1,7,1,2,420,234000
11341,5,6,1957,1996,1392,1,1,3,1,5,1,2,528,121500
10010,5,5,1974,1975,1389,1,0,2,1,6,1,2,418,170000
13907,5,6,1940,1969,996,1,0,3,1,6,1,0,0,108000
21780,6,7,1918,1950,1674,2,0,4,1,8,1,2,396,185000
13346,7,5,1992,2000,2295,2,1,4,1,9,1,2,590,268000
6858,6,4,1915,1950,1647,1,1,4,1,6,0,1,216,128000
11198,9,5,2005,2007,2504,2,1,4,1,11,1,3,656,325000
10171,7,5,2004,2004,1535,2,0,3,1,7,0,2,532,214000
12327,8,8,1983,2009,2132,1,1,1,1,5,1,2,612,316600
7032,5,5,1979,1979,943,1,0,2,1,4,2,2,600,135960
13101,5,5,1965,1965,1728,2,0,6,2,10,0,2,576,142600
7332,6,6,1959,1959,864,1,0,2,1,4,0,1,288,120000
13159,7,5,2009,2009,1692,2,1,3,1,6,0,2,650,224500
9967,7,5,2000,2000,1430,2,1,3,1,8,1,2,400,170000
10500,5,7,1971,2005,1109,1,0,3,1,5,0,1,288,139000
8480,5,5,1947,1950,1216,1,0,2,1,6,0,1,336,118500
6292,7,7,1928,1950,1477,2,0,3,1,6,1,1,216,145000
11777,5,6,1966,1966,1320,1,0,3,1,6,2,2,564,164500
3604,7,5,2007,2007,1392,2,0,2,1,5,0,2,540,146000
12150,5,5,1954,1954,1795,2,0,4,1,7,0,1,352,131500
14585,6,6,1960,1987,1429,1,0,3,1,7,2,2,572,181900
12704,8,5,2008,2009,2042,2,1,3,1,8,1,3,1390,253293
11841,6,5,1990,1990,816,1,0,3,1,5,0,0,0,118500
13500,10,9,1893,2000,2775,3,1,3,1,9,1,2,880,325000
6120,4,7,1935,1995,1573,1,0,3,1,6,0,1,240,133000
11443,8,5,2005,2006,2028,2,0,2,1,7,2,3,880,369900
10267,6,7,1918,2000,838,1,0,2,1,5,0,1,275,130000
8740,5,6,1982,1982,860,1,0,2,1,4,0,2,528,137000
25095,5,8,1968,2003,1473,1,0,1,1,5,2,1,452,143000
9100,5,6,1930,1960,935,1,0,2,1,4,0,1,308,79500
8320,7,5,2004,2004,1582,2,1,3,1,6,0,2,520,185900
13478,10,5,2008,2008,2296,2,1,3,1,10,1,3,842,451950
6600,5,8,1982,2003,816,1,0,2,1,4,0,2,816,138000
4435,6,5,2003,2003,848,1,0,1,1,4,0,2,420,140000
7990,5,6,1975,1975,924,1,0,3,1,5,0,1,280,110000
11302,8,5,2005,2006,1826,2,0,3,1,7,1,3,758,319000
3600,6,7,1910,1993,1368,1,0,3,1,7,0,1,216,114504
3922,7,5,2006,2007,1402,0,2,2,1,7,1,3,648,194201
12984,5,6,1977,1977,1647,2,0,3,1,7,1,2,621,217500
1950,6,6,1980,1980,1556,2,1,3,1,6,1,2,452,151000
10927,8,5,2005,2005,1904,2,1,3,1,8,1,2,736,275000
9000,6,6,1937,1950,1375,1,1,3,1,6,1,1,544,141000
10041,8,5,1992,1992,1915,2,1,3,1,8,1,2,506,220000
3182,7,5,2004,2005,1200,2,1,2,1,4,0,2,480,151000
12803,7,5,2002,2002,1494,2,0,3,1,6,1,2,530,221000
13600,7,6,1965,1990,1986,2,1,3,1,7,3,2,486,205000
12464,5,5,1996,1996,1040,1,0,3,1,6,0,2,576,152000
7800,5,8,1948,2002,2008,3,0,3,1,8,0,1,230,225000
12168,8,6,1934,1998,3194,2,1,4,1,10,2,2,380,359100
7943,4,5,1961,1961,1029,1,0,3,1,5,0,1,261,118500
11050,9,5,2000,2000,2153,2,1,3,1,8,2,3,736,313000
10395,6,6,1978,1978,1032,2,0,3,1,6,1,2,564,148000
11885,8,5,2001,2001,1872,2,1,3,1,7,1,2,531,261500
8402,5,5,2007,2007,1120,1,0,3,1,6,0,0,0,147000
1491,4,6,1972,1972,630,1,0,1,1,3,0,0,0,75500
8800,6,7,1963,1963,1054,1,0,3,1,6,0,2,480,137500
7861,6,5,2002,2003,1509,2,1,3,1,7,1,2,393,183200
7227,6,6,1954,1954,832,1,0,2,1,4,0,2,528,105500
11694,9,5,2007,2007,1828,2,0,3,1,9,1,3,774,314813
12244,8,5,2003,2003,2262,2,1,4,1,10,2,3,749,305000
8248,3,3,1914,1950,864,1,0,2,1,5,0,0,0,67000
10800,6,7,1974,1997,2614,2,1,4,1,9,1,2,624,240000
7064,5,6,1977,1977,980,1,0,3,1,6,0,2,484,135000
2117,6,5,2000,2000,1512,2,1,2,1,4,1,2,440,168500
10400,6,5,1972,1972,1790,1,2,4,1,8,1,2,484,165150
10000,6,6,1962,1962,1116,1,1,3,1,5,0,2,440,160000
12342,5,5,1960,1978,1422,1,0,3,1,6,1,1,286,139900
9600,6,6,1955,1972,1520,1,0,3,1,7,2,1,364,153000
11606,5,5,1969,1969,2080,1,2,5,1,9,2,2,504,135000
9020,6,5,1964,1964,1350,1,1,3,1,6,0,2,520,168500
9000,5,6,1880,1991,1750,1,0,3,1,8,0,1,240,124000
4590,8,5,2006,2006,1554,2,0,2,1,6,1,2,627,209500
11900,7,5,1977,1977,1411,2,0,3,1,6,1,2,544,82500
9250,5,7,1954,2005,1056,1,0,3,1,6,0,1,260,139400
6979,6,5,1980,1980,1056,0,0,0,2,4,0,2,576,144000
10896,6,7,1914,1995,3395,2,0,8,2,14,0,0,0,200000
6120,2,3,1936,1950,800,1,0,1,1,4,1,0,0,60000
6000,5,4,1954,1954,1387,2,0,3,2,7,0,1,256,93000
8777,5,7,1910,1950,796,1,0,2,1,4,0,0,0,85000
3982,8,5,2006,2006,1567,2,0,1,1,7,1,3,648,264561
12677,8,5,2003,2004,1518,1,1,1,1,6,1,2,588,274000
7050,7,5,2001,2001,1929,2,1,3,1,7,1,2,650,226000
13860,8,7,1972,1995,2704,2,1,4,1,9,3,2,538,345000
10793,5,5,1969,1969,1620,2,1,4,1,7,0,2,462,152000
9187,9,5,2009,2009,1766,2,1,2,1,7,1,3,478,370878
10530,6,5,1971,1971,981,1,1,3,1,5,0,2,576,143250
7200,5,5,1950,1950,1048,1,0,3,1,7,0,2,420,98300
10452,6,5,1953,1953,1094,1,0,3,1,5,2,2,495,155000
7700,6,5,1966,1966,1839,1,1,4,1,7,1,2,442,155000
1936,4,6,1970,1970,630,1,0,1,1,3,0,0,0,84500
8125,7,6,2007,2007,1665,2,1,3,1,7,0,2,562,205950
9084,4,5,1940,1950,1510,1,0,4,1,7,1,1,296,108000
8750,7,5,1996,1996,1716,2,1,2,1,7,1,2,512,191000
10320,6,7,1906,1995,1469,1,0,3,1,7,0,1,216,135000
10437,8,6,1995,1995,2113,2,1,2,1,7,1,3,839,350000
1680,6,5,1971,1971,1092,1,1,3,1,6,0,1,264,88000
10007,5,7,1959,2006,1053,1,1,3,1,5,0,1,312,145500
7200,7,6,1931,2000,1502,1,1,3,1,6,1,1,270,149000
17503,6,5,1948,1950,1458,1,0,3,1,6,1,1,330,97500
9937,5,7,1964,1999,1486,1,0,3,1,7,0,2,480,167000
12384,7,7,1976,1976,1935,2,1,3,1,7,1,2,550,197900
46589,8,7,1994,2005,2448,2,1,4,1,8,1,3,711,402000
13560,6,3,1968,1968,1392,1,0,2,1,5,2,2,576,110000
10012,4,5,1972,1972,1181,2,0,3,1,6,0,2,588,137500
20896,8,5,2005,2006,2097,1,1,1,1,8,1,3,1134,423000
11194,8,5,2000,2000,1936,2,1,3,1,7,1,2,504,230500
18450,6,5,1965,1979,2380,2,1,3,1,7,1,2,596,129000
8125,6,5,1994,1998,1679,2,0,3,1,7,1,2,575,193500
14175,5,6,1956,1987,1437,1,1,3,1,6,1,2,576,168000
11600,4,5,1922,1950,1180,1,0,2,1,5,1,1,252,137500
8633,6,5,2005,2005,1476,2,1,3,1,7,0,2,540,173500
6629,6,6,1925,1950,1369,2,0,3,1,6,0,1,300,103600
11250,6,6,1977,1977,1208,1,1,3,1,6,1,2,546,165000
14442,6,7,1957,2004,1839,2,0,3,1,7,2,2,416,257500
9200,6,6,1965,1965,1136,1,0,3,1,5,1,1,384,140000
2289,6,6,1978,1978,1441,2,1,3,1,7,1,2,440,148500
9600,4,2,1900,1950,1774,2,0,4,2,8,0,3,779,87000
9022,5,8,1924,2006,792,1,0,2,1,5,0,1,240,109500
11844,8,5,2008,2008,2046,2,1,3,1,7,1,3,834,372500
9945,5,5,1961,1961,988,1,0,3,1,5,0,2,572,128500
8012,6,5,1980,1980,923,2,0,2,1,5,1,1,264,143000
4500,5,5,1932,2000,1520,1,0,3,1,6,0,1,281,159434
2887,6,5,1996,1997,1291,1,0,2,1,6,1,2,431,173000
11248,9,5,2002,2002,1668,2,0,3,1,7,1,3,702,285000
16770,7,5,1998,1998,1839,2,1,4,1,7,0,2,486,221000
5062,7,5,1984,1984,2090,2,0,3,1,6,1,2,577,207500
10207,7,6,2007,2007,1761,3,0,3,1,7,0,2,578,227875
5105,7,5,2004,2004,1102,2,1,2,1,4,0,2,480,148800
8089,8,6,2007,2007,1419,2,0,2,1,7,1,2,567,392000
7577,6,5,2005,2006,1362,2,0,2,1,6,1,2,460,194700
4426,6,5,2004,2004,848,1,0,1,1,3,1,2,420,141000
21535,10,6,1994,1995,4316,3,1,4,1,10,2,3,832,755000
26178,7,5,1989,1990,2519,2,1,4,1,9,2,2,628,335000
5400,5,6,1921,1968,1073,1,0,2,1,4,0,1,326,108480
6120,5,6,1936,1950,1539,1,1,3,1,5,0,2,576,141500
13811,6,6,1987,1987,1137,2,0,2,1,5,1,2,551,176000
6000,5,7,1921,1950,616,1,0,2,1,4,0,1,205,89000
6420,5,7,1952,1952,1148,1,0,2,1,6,0,1,308,123500
8450,5,8,1965,2009,894,1,0,3,1,5,1,1,336,138500
4282,7,5,2004,2004,1391,2,0,2,1,5,0,2,530,196000
14331,8,5,2002,2002,1800,2,0,3,1,7,1,3,765,312500
9600,7,5,1969,1969,1164,1,1,3,1,6,0,2,528,140000
12438,8,5,2006,2006,2576,2,1,4,1,10,1,3,666,361919
7630,5,9,1900,1996,1812,2,0,4,2,8,1,2,672,140000
8400,7,5,2004,2005,1484,2,0,3,1,7,0,2,606,213000
5600,4,5,1930,1950,1092,2,0,3,2,7,0,0,0,55000
115149,7,5,1971,2002,1824,2,0,2,1,5,2,2,739,302000
6240,8,5,2006,2006,1324,2,0,2,1,6,1,2,550,254000
9018,7,5,2007,2007,1456,2,1,3,1,8,1,2,400,179540
7162,5,7,1966,1966,904,1,0,3,1,6,0,1,408,109900
4130,3,6,1935,2003,729,1,0,2,1,5,0,0,0,52000
8712,4,7,1900,1950,1178,1,0,2,1,7,0,1,384,102776
4671,8,5,1988,1989,1228,2,0,2,1,5,1,2,472,189000
9873,4,5,1970,1970,960,1,0,3,1,6,0,2,576,129000
13517,6,8,1976,2005,1479,2,1,3,1,6,0,2,475,130500
10140,6,5,1974,1974,1350,2,0,3,1,7,1,2,478,165000
10800,7,8,1890,1998,2554,1,1,3,1,8,0,2,704,159500
10000,5,6,1973,2000,1178,1,1,3,1,5,1,2,439,157000
10542,7,5,1993,1994,2418,2,1,3,1,9,1,3,983,341000
9920,5,6,1969,1969,971,1,1,3,1,5,1,1,300,128500
6563,8,5,1985,1985,1742,2,0,2,1,5,1,2,564,275000
4426,6,5,2004,2004,848,1,0,1,1,3,0,2,420,143000
8120,4,7,1970,1970,864,1,0,3,1,5,0,2,463,124500
8172,4,6,1954,1972,1470,2,0,4,1,7,0,1,548,135000
13286,9,5,2007,2008,1698,2,0,3,1,8,1,3,768,320000
6960,4,6,1970,1970,864,1,0,3,1,5,0,2,660,120500
21695,6,9,1988,2007,1680,2,0,3,1,5,1,2,540,222000
7314,7,5,2007,2007,1232,2,0,2,1,6,0,2,632,194500
11475,5,5,1958,1958,1776,2,0,4,2,9,0,3,888,110000
6240,4,5,1925,1950,1208,1,0,2,1,5,0,2,539,103000
5389,8,5,1995,1996,1616,2,0,2,1,5,1,2,608,236500
9590,7,5,2003,2003,1146,2,0,3,1,6,1,2,438,187500
11404,7,5,1998,1999,2031,2,1,3,1,8,1,2,541,222500
10000,5,6,1961,1983,1144,1,0,3,1,6,1,1,264,131400
8978,5,5,1968,1968,948,1,0,3,1,6,0,1,300,108000
10800,7,7,1914,1970,1768,1,1,2,1,6,2,2,320,163000
8544,3,4,1950,1950,1040,2,0,2,2,6,0,2,400,93500
10463,8,5,2005,2005,1801,2,1,3,1,8,1,3,800,239900
10800,5,5,1987,1988,1200,3,0,3,1,5,0,0,0,179000
9313,7,5,2004,2004,1728,2,1,3,1,7,0,2,572,190000
9600,5,7,1910,2002,1432,2,0,2,1,7,0,2,360,132000
6768,6,8,1961,1996,912,1,0,3,1,5,0,1,288,142000
8450,7,5,2000,2001,1349,2,0,3,1,6,0,2,539,179000
12886,5,6,1963,1999,1464,2,0,3,1,6,1,2,480,175000
5395,8,5,1993,1993,1337,2,0,2,1,5,1,2,462,180000
8963,8,9,1976,1996,2715,3,1,4,1,11,2,2,831,299800
8795,7,5,2000,2000,2256,2,1,4,1,8,1,2,554,236000
11700,7,7,1880,2003,2640,1,1,4,1,8,1,4,864,265979
10593,7,5,1996,1996,1720,2,0,3,1,7,1,2,527,260400
8405,4,3,1945,1950,1529,2,0,4,1,9,0,1,240,98000
8800,4,7,1910,2004,1140,1,0,3,1,7,0,0,0,96500
7750,7,5,2003,2003,1320,2,1,3,1,6,0,2,400,162000
9236,6,5,1997,1997,1494,2,0,3,1,6,0,2,576,217000
10240,8,5,2005,2005,2098,2,1,3,1,8,1,3,878,275500
7930,6,8,1969,2005,1026,1,0,3,1,5,0,2,440,156000
3230,6,5,1999,1999,1471,2,1,3,1,6,0,2,440,172500
10769,8,5,2007,2007,1768,2,1,3,1,7,0,2,578,212000
11616,6,5,1978,1978,1386,2,1,3,1,6,1,2,440,158900
2280,7,5,1999,1999,1501,2,1,3,1,6,0,2,440,179400
12257,8,5,1995,1995,2531,2,1,4,1,9,1,3,752,290000
9100,6,6,1959,1959,864,1,0,2,1,5,0,1,300,127500
6911,5,5,1924,1950,1301,1,0,2,1,5,0,2,440,100000
8640,7,5,2009,2009,1547,2,1,3,1,7,0,2,614,215200
9430,8,5,1999,1999,2365,2,1,3,1,8,1,3,856,337000
9549,8,5,1995,1996,1494,1,1,2,1,6,1,2,481,270000
14587,9,5,2008,2008,1506,2,0,2,1,6,1,2,592,264132
10421,7,5,1988,1988,1714,2,1,3,1,7,1,2,496,196500
12508,6,7,1940,1985,1750,2,0,4,1,7,0,1,423,160000
9100,7,5,2004,2005,1836,2,0,3,1,8,1,2,484,216837
53504,8,5,2003,2003,3279,3,1,4,1,12,1,3,841,538000
7252,5,5,1982,1982,858,1,0,2,1,5,0,2,576,134900
8877,4,5,1951,1951,1220,1,0,2,1,6,0,2,396,102000
7819,6,5,1976,1976,1117,1,0,3,1,6,1,2,672,107000
10150,5,5,1958,1958,912,1,0,2,1,5,0,1,275,114500
14226,8,5,2006,2006,1973,2,0,3,1,9,1,3,895,395000
4500,6,5,1998,1998,1204,2,0,2,1,5,0,2,412,162000
11210,7,5,2005,2006,1614,2,0,3,1,7,0,3,865,221500
13350,5,5,1974,1974,894,1,0,3,1,5,1,2,440,142500
8400,5,5,1977,1977,2020,2,0,4,2,10,2,2,630,144000
10530,6,5,1977,1977,1004,1,0,2,1,4,0,2,504,135000
7875,7,5,1995,1996,1253,2,0,3,1,6,1,2,402,176000
7153,6,5,1992,1992,1603,2,1,3,1,7,0,2,484,175900
16285,7,5,2001,2002,1430,2,0,3,1,6,0,2,605,187100
9101,5,6,1978,1978,1110,1,0,1,1,4,1,2,602,165500
6300,6,6,1914,2001,1484,2,0,3,1,9,1,0,0,128000
9790,6,5,1967,1967,1342,2,0,3,1,7,1,2,457,161500
10800,5,6,1915,1950,1652,2,0,4,1,7,0,1,416,139000
10142,7,5,2004,2004,2084,2,1,4,1,8,0,2,618,233000
6000,4,7,1954,2000,901,1,0,2,1,4,0,1,281,107900
12205,6,8,1966,2007,2087,2,1,5,1,9,0,2,444,187500
3182,7,5,2005,2006,1145,2,0,2,1,5,1,2,397,160200
11333,6,5,1976,1976,1062,1,0,3,1,5,2,2,539,146800
9920,7,5,1996,1997,2013,2,1,3,1,8,1,2,455,269790
